# Task: bending2
# Frequency (Hz): 20
# Clock (millisecond): 250
# Duration (seconds): 120
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,0,32.5,0.5,0.0,0.0,19.0,1.0
1,250,32.5,0.5,0.0,0.0,18.5,0.5
2,500,32.75,0.43,1.0,0.0,18.0,0.0
3,750,32.5,0.5,0.0,0.0,17.5,0.5
4,1000,32.5,0.5,7.5,0.5,17.5,0.87
5,1250,32.67,0.47,11.0,1.0,16.75,0.83
6,1500,32.5,0.5,6.25,0.83,18.0,0.0
7,1750,32.5,0.5,3.5,0.87,18.0,0.0
8,2000,32.33,0.47,6.0,0.0,18.33,0.47
9,2250,32.67,0.47,8.0,0.82,18.0,0.0
10,2500,32.5,0.5,8.33,3.3,16.67,0.47
11,2750,32.5,0.5,10.33,1.25,16.0,1.22
12,3000,32.25,0.83,9.0,3.08,16.0,0.71
13,3250,32.0,0.0,2.67,0.47,15.75,0.83
14,3500,31.75,0.43,2.75,1.09,16.5,1.12
15,3750,32.0,0.0,1.0,0.0,17.5,0.87
16,4000,32.25,0.83,0.0,0.0,17.5,0.5
17,4250,32.25,0.43,0.0,0.0,17.0,1.0
18,4500,31.75,0.43,5.33,3.3,17.75,0.43
19,4750,31.5,0.5,9.5,0.5,17.75,0.43
20,5000,31.5,0.5,5.0,2.16,17.33,0.47
21,5250,31.5,0.5,4.5,0.5,17.5,0.5
22,5500,31.67,0.47,4.5,1.12,18.0,0.0
23,5750,31.5,0.5,1.67,0.47,18.0,0.0
24,6000,31.67,0.47,1.0,0.0,18.33,0.47
25,6250,31.33,0.47,2.5,0.5,18.0,0.0
26,6500,31.5,0.5,2.67,0.47,18.0,0.0
27,6750,31.25,0.83,3.0,0.0,18.25,0.43
28,7000,31.25,0.43,2.5,0.5,18.5,0.5
29,7250,31.5,0.5,4.0,0.0,18.5,0.5
30,7500,31.5,0.5,5.0,1.22,18.5,0.5
31,7750,31.5,0.5,5.0,0.0,18.0,0.0
32,8000,31.67,0.47,8.75,0.43,17.67,0.47
33,8250,31.25,0.83,8.5,0.5,18.25,0.43
34,8500,31.25,0.83,11.0,0.71,18.0,0.0
35,8750,31.33,0.47,4.5,2.29,18.0,0.0
36,9000,31.5,0.5,2.0,0.0,18.0,0.0
37,9250,31.5,0.5,5.33,1.7,17.5,0.5
38,9500,30.75,0.43,11.0,1.22,18.0,0.0
39,9750,30.75,0.43,11.0,1.22,18.25,0.43
40,10000,30.67,0.47,5.33,1.25,18.5,0.5
41,10250,31.5,0.5,6.0,0.0,18.67,0.47
42,10500,30.75,0.43,5.67,0.47,18.5,0.5
43,10750,30.5,0.5,3.0,0.0,19.0,0.82
44,11000,30.67,0.47,6.5,1.5,18.0,0.0
45,11250,30.75,0.83,9.25,1.09,18.0,0.0
46,11500,30.67,0.47,11.0,0.82,18.0,0.0
47,11750,30.75,0.43,11.0,0.0,18.5,0.5
48,12000,30.5,0.5,11.25,0.43,18.5,0.5
49,12250,30.67,0.47,11.25,0.43,19.0,0.82
50,12500,30.5,0.5,11.0,0.71,19.75,0.83
51,12750,30.5,0.5,11.33,0.47,19.67,0.94
52,13000,31.5,0.5,9.0,1.0,19.25,1.3
53,13250,33.0,0.0,3.67,1.7,17.0,3.74
54,13500,32.67,0.47,7.33,3.09,11.0,2.92
55,13750,32.25,0.43,6.25,3.34,14.0,6.4
56,14000,33.0,0.0,8.0,3.16,23.0,0.71
57,14250,32.5,0.87,9.25,2.68,23.0,1.22
58,14500,31.5,0.5,10.75,0.83,23.25,0.83
59,14750,32.5,0.5,10.0,0.71,22.0,0.71
60,15000,32.25,0.83,11.5,0.5,21.5,0.5
61,15250,31.75,0.43,11.5,0.87,22.0,1.0
62,15500,32.25,0.43,9.75,0.43,22.25,0.83
63,15750,32.5,0.5,11.67,0.47,22.33,0.47
64,16000,32.25,0.83,11.75,0.43,22.25,0.83
65,16250,32.5,0.5,11.0,0.82,22.33,0.94
66,16500,32.25,0.83,11.75,0.43,22.0,0.71
67,16750,31.75,0.43,10.25,0.43,22.5,0.5
68,17000,31.33,0.47,10.0,0.0,22.0,0.82
69,17250,31.5,0.5,10.25,0.83,22.0,0.71
70,17500,31.33,0.47,11.33,0.94,21.75,0.83
71,17750,31.33,0.47,12.33,0.47,21.0,0.0
72,18000,31.5,0.5,13.5,0.5,19.0,0.71
73,18250,31.5,0.5,13.5,0.5,19.0,1.22
74,18500,31.33,0.47,12.33,0.47,21.75,0.83
75,18750,31.67,0.47,14.33,0.47,22.5,0.5
76,19000,31.2,0.75,13.4,0.49,22.0,0.82
77,19250,31.25,0.83,14.33,0.47,21.67,0.94
78,19500,31.67,0.47,14.5,0.5,23.0,0.82
79,19750,30.67,0.94,13.67,0.47,22.0,0.71
80,20000,31.0,0.71,13.75,0.43,21.5,0.5
81,20250,31.25,0.43,13.75,0.43,21.75,0.83
82,20500,31.5,0.5,13.5,0.5,22.0,0.71
83,20750,31.25,0.83,12.75,0.83,22.5,1.12
84,21000,31.0,0.71,13.5,0.5,21.5,2.18
85,21250,31.0,0.71,12.25,0.43,15.0,0.0
86,21500,31.75,0.43,9.0,1.63,16.33,0.94
87,21750,32.33,0.47,8.25,4.44,20.33,1.7
88,22000,31.67,0.47,12.67,0.94,16.0,1.22
89,22250,32.67,0.47,12.5,0.87,17.0,0.82
90,22500,31.25,0.83,13.75,1.09,17.0,2.0
91,22750,31.0,0.82,10.0,1.0,20.0,1.41
92,23000,30.5,0.5,9.0,0.0,20.0,0.82
93,23250,31.0,1.0,9.67,0.47,20.67,0.47
94,23500,32.0,0.0,11.67,0.47,19.5,0.5
95,23750,31.25,0.83,9.75,0.43,18.75,0.83
96,24000,31.0,1.0,10.0,0.0,17.67,0.47
97,24250,31.25,0.83,11.25,0.43,17.75,0.43
98,24500,30.0,0.0,10.5,0.5,17.67,0.47
99,24750,31.33,0.94,10.5,0.5,17.67,0.47
100,25000,31.5,0.5,10.5,0.5,18.0,0.0
101,25250,31.5,0.5,10.0,0.71,18.0,0.0
102,25500,30.5,0.5,8.5,1.12,17.5,0.5
103,25750,30.5,0.5,5.75,0.43,18.25,1.48
104,26000,31.0,0.0,8.0,0.71,17.33,0.94
105,26250,31.0,0.71,7.0,0.82,17.67,0.47
106,26500,31.5,0.5,6.33,0.47,18.33,0.47
107,26750,32.0,0.0,7.0,0.82,18.0,0.0
108,27000,31.5,0.5,8.67,0.47,18.0,0.0
109,27250,31.0,1.0,6.5,0.5,19.33,1.25
110,27500,31.0,0.82,6.0,1.41,18.75,0.83
111,27750,30.75,0.43,4.33,2.36,18.5,0.87
112,28000,30.67,0.47,2.5,0.5,17.75,0.83
113,28250,31.0,0.0,5.33,2.05,17.25,0.83
114,28500,30.67,0.94,7.0,0.82,17.75,1.79
115,28750,30.33,0.47,11.33,0.94,19.5,1.12
116,29000,30.33,0.47,12.75,0.83,18.33,1.7
117,29250,30.0,0.0,14.0,0.82,18.25,0.43
118,29500,30.0,0.0,12.0,0.0,17.33,0.47
119,29750,30.0,0.0,12.0,0.0,15.0,0.82
120,30000,30.0,0.0,11.5,0.5,15.67,0.94
121,30250,30.0,0.0,12.0,0.0,17.25,0.83
122,30500,30.0,0.0,10.75,0.83,18.75,0.83
123,30750,30.0,0.0,11.33,0.47,20.0,1.0
124,31000,30.0,0.0,9.25,1.48,19.75,0.83
125,31250,30.0,0.0,6.0,0.71,19.0,0.71
126,31500,30.0,0.0,5.5,0.5,19.75,1.3
127,31750,30.0,0.0,5.5,0.5,19.75,1.3
128,32000,30.0,0.0,10.82,1.11,19.64,0.98
129,32250,30.0,0.0,10.82,1.11,19.64,0.98
130,32500,30.0,0.0,9.67,0.47,19.33,0.94
131,32750,30.0,0.0,9.33,0.47,19.25,0.83
132,33000,30.0,0.0,9.33,0.47,18.67,0.94
133,33250,30.0,0.0,9.75,0.83,18.75,0.83
134,33500,30.0,0.0,11.75,0.43,18.5,0.5
135,33750,30.0,0.0,10.25,0.83,19.0,0.0
136,34000,30.0,0.0,10.0,0.82,19.0,0.82
137,34250,30.0,0.0,10.67,0.47,18.75,0.83
138,34500,30.0,0.0,9.0,0.0,19.5,1.12
139,34750,30.25,0.43,9.0,0.0,20.5,0.5
140,35000,30.0,0.0,9.25,3.27,18.0,1.63
141,35250,30.67,0.47,5.0,2.74,17.33,0.94
142,35500,30.0,0.0,4.75,1.3,17.33,0.47
143,35750,30.0,0.0,7.67,0.47,16.67,0.94
144,36000,30.0,0.0,8.75,0.43,17.0,0.0
145,36250,30.67,0.47,6.75,3.56,15.67,0.94
146,36500,30.33,0.47,4.0,2.83,14.5,1.5
147,36750,30.0,0.0,11.0,1.22,12.5,0.5
148,37000,30.0,0.0,12.0,0.0,13.25,1.3
149,37250,30.0,0.0,7.67,3.3,16.0,1.87
150,37500,30.25,0.43,2.0,1.22,18.25,0.43
151,37750,30.0,0.0,3.75,0.43,18.0,0.0
152,38000,30.0,0.0,2.5,0.5,18.0,0.0
153,38250,30.0,0.0,2.25,1.09,17.67,0.47
